cls,field,col2
ExtendedRequest,NO_CONTROLS,Control[]
ExtendedResult,TYPE_REFERRAL_URLS,byte
DeleteRequest,NO_CONTROLS,Control[]
CompareResult,TYPE_REFERRAL_URLS,byte
CompareRequest,NO_CONTROLS,Control[]
BindRequest,VERSION_ELEMENT,ASN1Integer
BindRequest,NO_CONTROLS,Control[]
BindResult,TYPE_REFERRAL_URLS,byte
AddRequest,NO_CONTROLS,Control[]
Schema,ATTR_SUBSCHEMA_SUBENTRY,String
Schema,ATTR_OBJECT_CLASS,String
Schema,ATTR_NAME_FORM,String
Schema,ATTR_MATCHING_RULE_USE,String
Schema,ATTR_MATCHING_RULE,String
Schema,ATTR_DIT_STRUCTURE_RULE,String
Schema,ATTR_DIT_CONTENT_RULE,String
Schema,ATTR_ATTRIBUTE_TYPE,String
Schema,ATTR_ATTRIBUTE_SYNTAX,String
RootDSE,REQUEST_ATTRS,String[]
RootDSE,ATTR_VENDOR_VERSION,String
RootDSE,ATTR_VENDOR_NAME,String
RootDSE,ATTR_SUPPORTED_SASL_MECHANISM,String
RootDSE,ATTR_SUPPORTED_LDAP_VERSION,String
RootDSE,ATTR_SUPPORTED_FEATURE,String
RootDSE,ATTR_SUPPORTED_EXTENDED_OPERATION,String
RootDSE,ATTR_SUPPORTED_CONTROL,String
RootDSE,ATTR_SUPPORTED_AUTH_PASSWORD_STORAGE_SCHEME,String
RootDSE,ATTR_SUBSCHEMA_SUBENTRY,String
RootDSE,ATTR_NAMING_CONTEXT,String
RootDSE,ATTR_LAST_PURGED_CHANGE_NUMBER,String
RootDSE,ATTR_LAST_CHANGE_NUMBER,String
RootDSE,ATTR_FIRST_CHANGE_NUMBER,String
RootDSE,ATTR_CHANGELOG_DN,String
RootDSE,ATTR_ALT_SERVER,String
LDIFReader,DEFAULT_BUFFER_SIZE,int
LDAPConnectionOptions,PROPERTY_DEFAULT_ALLOW_CONCURRENT_SOCKET_FACTORY_USE,String
LDAPConnectionOptions,DEFAULT_NAME_RESOLVER,NameResolver
LDAPConnectionOptions,PROPERTY_DEFAULT_SEARCH_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_MODIFY_DN_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_MODIFY_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_EXTENDED_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_DELETE_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_COMPARE_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_BIND_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_ADD_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_RESPONSE_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_SEND_BUFFER_SIZE_BYTES,String
LDAPConnectionOptions,PROPERTY_DEFAULT_RECEIVE_BUFFER_SIZE_BYTES,String
LDAPConnectionOptions,PROPERTY_DEFAULT_MAX_MESSAGE_SIZE_BYTES,String
LDAPConnectionOptions,PROPERTY_DEFAULT_CONNECT_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_USE_TCP_NODELAY,String
LDAPConnectionOptions,PROPERTY_DEFAULT_USE_SYNCHRONOUS_MODE,String
LDAPConnectionOptions,PROPERTY_DEFAULT_USE_REUSE_ADDRESS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_LINGER_TIMEOUT_SECONDS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_USE_LINGER,String
LDAPConnectionOptions,PROPERTY_DEFAULT_USE_KEEPALIVE,String
LDAPConnectionOptions,PROPERTY_DEFAULT_POOLED_SCHEMA_TIMEOUT_MILLIS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_USE_POOLED_SCHEMA,String
LDAPConnectionOptions,PROPERTY_DEFAULT_USE_SCHEMA,String
LDAPConnectionOptions,PROPERTY_DEFAULT_REFERRAL_HOP_LIMIT,String
LDAPConnectionOptions,PROPERTY_DEFAULT_FOLLOW_REFERRALS,String
LDAPConnectionOptions,PROPERTY_DEFAULT_CAPTURE_CONNECT_STACK_TRACE,String
LDAPConnectionOptions,PROPERTY_DEFAULT_BIND_WITH_DN_REQUIRES_PASSWORD,String
LDAPConnectionOptions,PROPERTY_DEFAULT_ABANDON_ON_TIMEOUT,String
LDAPConnectionPool,ATTACHMENT_NAME_MAX_CONNECTION_AGE,String
DN,NULL_DN,DN
InMemoryRequestHandler,OID_INTERNAL_OPERATION_REQUEST_CONTROL,String
Handler,sealed,boolean
OperationType,UNBIND,OperationType
OperationType,SEARCH,OperationType
OperationType,MODIFY_DN,OperationType
OperationType,MODIFY,OperationType
OperationType,EXTENDED,OperationType
OperationType,DELETE,OperationType
OperationType,COMPARE,OperationType
OperationType,BIND,OperationType
OperationType,ADD,OperationType
OperationType,ABANDON,OperationType
LDAPMessage,MESSAGE_TYPE_CONTROLS,byte
LDAPMessage,PROTOCOL_OP_TYPE_INTERMEDIATE_RESPONSE,byte
LDAPMessage,PROTOCOL_OP_TYPE_EXTENDED_RESPONSE,byte
LDAPMessage,PROTOCOL_OP_TYPE_EXTENDED_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_ABANDON_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_COMPARE_RESPONSE,byte
LDAPMessage,PROTOCOL_OP_TYPE_COMPARE_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_MODIFY_DN_RESPONSE,byte
LDAPMessage,PROTOCOL_OP_TYPE_MODIFY_DN_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_DELETE_RESPONSE,byte
LDAPMessage,PROTOCOL_OP_TYPE_DELETE_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_ADD_RESPONSE,byte
LDAPMessage,PROTOCOL_OP_TYPE_ADD_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_MODIFY_RESPONSE,byte
LDAPMessage,PROTOCOL_OP_TYPE_MODIFY_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_SEARCH_RESULT_DONE,byte
LDAPMessage,PROTOCOL_OP_TYPE_SEARCH_RESULT_REFERENCE,byte
LDAPMessage,PROTOCOL_OP_TYPE_SEARCH_RESULT_ENTRY,byte
LDAPMessage,PROTOCOL_OP_TYPE_SEARCH_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_UNBIND_REQUEST,byte
LDAPMessage,PROTOCOL_OP_TYPE_BIND_RESPONSE,byte
LDAPMessage,PROTOCOL_OP_TYPE_BIND_REQUEST,byte
ModifyDNRequestProtocolOp,TYPE_NEW_SUPERIOR,byte
ExtendedRequestProtocolOp,TYPE_VALUE,byte
ExtendedRequestProtocolOp,TYPE_OID,byte
BindRequestProtocolOp,CRED_TYPE_SASL,byte
BindRequestProtocolOp,CRED_TYPE_SIMPLE,byte
LDAPListenerClientConnection,threadLocalRandomSecondarySeed,int
LDAPListenerClientConnection,threadLocalRandomProbe,int
LDAPListenerClientConnection,threadLocalRandomSeed,long
LDAPListenerClientConnection,MAX_PRIORITY,int
LDAPListenerClientConnection,NORM_PRIORITY,int
LDAPListenerClientConnection,MIN_PRIORITY,int
LDAPListenerClientConnection,parkBlocker,Object
LDAPListenerClientConnection,inheritableThreadLocals,ThreadLocalMap
LDAPListenerClientConnection,threadLocals,ThreadLocalMap
IntermediateResponseProtocolOp,TYPE_VALUE,byte
IntermediateResponseProtocolOp,TYPE_OID,byte
LDAPListener,threadLocalRandomSecondarySeed,int
LDAPListener,threadLocalRandomProbe,int
LDAPListener,threadLocalRandomSeed,long
LDAPListener,MAX_PRIORITY,int
LDAPListener,NORM_PRIORITY,int
LDAPListener,MIN_PRIORITY,int
LDAPListener,parkBlocker,Object
LDAPListener,inheritableThreadLocals,ThreadLocalMap
LDAPListener,threadLocals,ThreadLocalMap
Thread,threadLocalRandomSecondarySeed,int
Thread,threadLocalRandomProbe,int
Thread,threadLocalRandomSeed,long
Thread,MAX_PRIORITY,int
Thread,NORM_PRIORITY,int
Thread,MIN_PRIORITY,int
Thread,parkBlocker,Object
Thread,inheritableThreadLocals,ThreadLocalMap
Thread,threadLocals,ThreadLocalMap
Socket,impl,SocketImpl
ExtendedResponseProtocolOp,TYPE_RESPONSE_VALUE,byte
ExtendedResponseProtocolOp,TYPE_RESPONSE_OID,byte
IntermediateResponse,TYPE_INTERMEDIATE_RESPONSE_VALUE,byte
IntermediateResponse,TYPE_INTERMEDIATE_RESPONSE_OID,byte
GenericSASLBindRequest,VERSION_ELEMENT,ASN1Integer
GenericSASLBindRequest,NO_CONTROLS,Control[]
GenericSASLBindRequest,CRED_TYPE_SASL,byte
SimpleBindRequest,VERSION_ELEMENT,ASN1Integer
SimpleBindRequest,NO_CONTROLS,Control[]
MatchingRule,SUBSTRING_TYPE_SUBFINAL,byte
MatchingRule,SUBSTRING_TYPE_SUBANY,byte
MatchingRule,SUBSTRING_TYPE_SUBINITIAL,byte
AddResponseProtocolOp,TYPE_REFERRALS,byte
GenericResponseProtocolOp,TYPE_REFERRALS,byte
LDAPSDKUsageException,serialVersionUID,long
LDAPSDKUsageException,serialVersionUID,long
BindResponseProtocolOp,TYPE_SERVER_SASL_CREDENTIALS,byte
CompareResponseProtocolOp,TYPE_REFERRALS,byte
DeleteResponseProtocolOp,TYPE_REFERRALS,byte
ClassCastException,serialVersionUID,long
ClassCastException,serialVersionUID,long
SearchResultDoneProtocolOp,TYPE_REFERRALS,byte
ModifyDNResponseProtocolOp,TYPE_REFERRALS,byte
ModifyResponseProtocolOp,TYPE_REFERRALS,byte
LDAPRequest,NO_CONTROLS,Control[]
UpdatableLDAPRequest,NO_CONTROLS,Control[]
TimeUnit,MAX,long
TimeUnit,C6,long
TimeUnit,C5,long
TimeUnit,C4,long
TimeUnit,C3,long
TimeUnit,C2,long
TimeUnit,C1,long
TimeUnit,C0,long
TimeUnit,DAYS,TimeUnit
TimeUnit,HOURS,TimeUnit
TimeUnit,MINUTES,TimeUnit
TimeUnit,SECONDS,TimeUnit
TimeUnit,MILLISECONDS,TimeUnit
TimeUnit,MICROSECONDS,TimeUnit
TimeUnit,NANOSECONDS,TimeUnit
InterruptedException,serialVersionUID,long
ExecutionException,serialVersionUID,long
TimeoutException,serialVersionUID,long
AsyncTimeoutTimerTask,period,long
AsyncTimeoutTimerTask,nextExecutionTime,long
AsyncTimeoutTimerTask,CANCELLED,int
AsyncTimeoutTimerTask,EXECUTED,int
AsyncTimeoutTimerTask,SCHEDULED,int
AsyncTimeoutTimerTask,VIRGIN,int
AsyncTimeoutTimerTask,state,int
AsyncTimeoutTimerTask,lock,Object
TimerTask,period,long
TimerTask,nextExecutionTime,long
TimerTask,CANCELLED,int
TimerTask,EXECUTED,int
TimerTask,SCHEDULED,int
TimerTask,VIRGIN,int
TimerTask,state,int
TimerTask,lock,Object
ChangeType,MODIFY_DN,ChangeType
ChangeType,MODIFY,ChangeType
ChangeType,DELETE,ChangeType
ChangeType,ADD,ChangeType
DisconnectType,OTHER,DisconnectType
DisconnectType,CLOSED_BY_FINALIZER,DisconnectType
DisconnectType,UNKNOWN,DisconnectType
DisconnectType,POOLED_CONNECTION_UNNEEDED,DisconnectType
DisconnectType,POOLED_CONNECTION_EXPIRED,DisconnectType
DisconnectType,POOLED_CONNECTION_DEFUNCT,DisconnectType
DisconnectType,POOL_CREATION_FAILURE,DisconnectType
DisconnectType,POOL_CLOSED,DisconnectType
DisconnectType,SECURITY_PROBLEM,DisconnectType
DisconnectType,LOCAL_ERROR,DisconnectType
DisconnectType,DECODE_ERROR,DisconnectType
DisconnectType,IO_ERROR,DisconnectType
DisconnectType,SERVER_CLOSED_WITHOUT_NOTICE,DisconnectType
DisconnectType,SERVER_CLOSED_WITH_NOTICE,DisconnectType
DisconnectType,REFERRAL,DisconnectType
DisconnectType,RECONNECT,DisconnectType
DisconnectType,BIND_FAILED,DisconnectType
DisconnectType,CLOSED_WITHOUT_UNBIND,DisconnectType
DisconnectType,UNBIND,DisconnectType
SASLBindRequest,VERSION_ELEMENT,ASN1Integer
SASLBindRequest,NO_CONTROLS,Control[]
SASLBindRequest,CRED_TYPE_SASL,byte
LDAPURL,DEFAULT_LDAPI_PORT,int
LDAPURL,DEFAULT_LDAPS_PORT,int
LDAPURL,DEFAULT_LDAP_PORT,int
LDAPConnectionReader,threadLocalRandomSecondarySeed,int
LDAPConnectionReader,threadLocalRandomProbe,int
LDAPConnectionReader,threadLocalRandomSeed,long
LDAPConnectionReader,MAX_PRIORITY,int
LDAPConnectionReader,NORM_PRIORITY,int
LDAPConnectionReader,MIN_PRIORITY,int
LDAPConnectionReader,parkBlocker,Object
LDAPConnectionReader,inheritableThreadLocals,ThreadLocalMap
LDAPConnectionReader,threadLocals,ThreadLocalMap
ModificationType,INCREMENT,ModificationType
ModificationType,INCREMENT_INT_VALUE,int
ModificationType,REPLACE,ModificationType
ModificationType,REPLACE_INT_VALUE,int
ModificationType,DELETE,ModificationType
ModificationType,DELETE_INT_VALUE,int
ModificationType,ADD,ModificationType
ModificationType,ADD_INT_VALUE,int
LDIFModifyChangeRecord,PROPERTY_ALWAYS_INCLUDE_TRAILING_DASH,String
UnknownHostException,serialVersionUID,long
UnknownHostException,serialVersionUID,long
AttributeUsage,DSA_OPERATION,AttributeUsage
AttributeUsage,DISTRIBUTED_OPERATION,AttributeUsage
AttributeUsage,DIRECTORY_OPERATION,AttributeUsage
AttributeUsage,USER_APPLICATIONS,AttributeUsage
ObjectClassType,AUXILIARY,ObjectClassType
ObjectClassType,STRUCTURAL,ObjectClassType
ObjectClassType,ABSTRACT,ObjectClassType
DuplicateValueBehavior,REJECT,DuplicateValueBehavior
DuplicateValueBehavior,RETAIN,DuplicateValueBehavior
DuplicateValueBehavior,STRIP,DuplicateValueBehavior
TrailingSpaceBehavior,REJECT,TrailingSpaceBehavior
TrailingSpaceBehavior,RETAIN,TrailingSpaceBehavior
TrailingSpaceBehavior,STRIP,TrailingSpaceBehavior
IndexOutOfBoundsException,serialVersionUID,long
IndexOutOfBoundsException,serialVersionUID,long
NullPointerException,serialVersionUID,long
NullPointerException,serialVersionUID,long
LDAPSDKRuntimeException,serialVersionUID,long
LDAPSDKRuntimeException,serialVersionUID,long
SSLSocket,impl,SocketImpl
Captcha,chars,String
Captcha,charType,int
Captcha,height,int
Captcha,width,int
Captcha,len,int
Captcha,FONT_10,int
Captcha,FONT_9,int
Captcha,FONT_8,int
Captcha,FONT_7,int
Captcha,FONT_6,int
Captcha,FONT_5,int
Captcha,FONT_4,int
Captcha,FONT_3,int
Captcha,FONT_2,int
Captcha,FONT_1,int
Captcha,TYPE_NUM_AND_UPPER,int
Captcha,TYPE_ONLY_LOWER,int
Captcha,TYPE_ONLY_UPPER,int
Captcha,TYPE_ONLY_CHAR,int
Captcha,TYPE_ONLY_NUMBER,int
Captcha,TYPE_DEFAULT,int
Captcha,COLOR,int[][]
Captcha,lowerMaxIndex,int
Captcha,lowerMinIndex,int
Captcha,upperMaxIndex,int
Captcha,upperMinIndex,int
Captcha,charMaxIndex,int
Captcha,charMinIndex,int
Captcha,numMaxIndex,int
Captcha,ALPHA,char[]
Captcha,RANDOM,SecureRandom
Randoms,lowerMaxIndex,int
Randoms,lowerMinIndex,int
Randoms,upperMaxIndex,int
Randoms,upperMinIndex,int
Randoms,charMaxIndex,int
Randoms,charMinIndex,int
Randoms,numMaxIndex,int
Randoms,ALPHA,char[]
Randoms,RANDOM,SecureRandom
FontFormatException,serialVersionUID,long
Font,LAYOUT_NO_LIMIT_CONTEXT,int
Font,LAYOUT_NO_START_CONTEXT,int
Font,LAYOUT_RIGHT_TO_LEFT,int
Font,LAYOUT_LEFT_TO_RIGHT,int
Font,hash,int
Font,pointSize,float
Font,size,int
Font,style,int
Font,name,String
Font,TYPE1_FONT,int
Font,TRUETYPE_FONT,int
Font,HANGING_BASELINE,int
Font,CENTER_BASELINE,int
Font,ROMAN_BASELINE,int
Font,ITALIC,int
Font,BOLD,int
Font,PLAIN,int
Font,MONOSPACED,String
Font,SERIF,String
Font,SANS_SERIF,String
Font,DIALOG_INPUT,String
Font,DIALOG,String
Color,value,int
Color,BLUE,Color
Color,blue,Color
Color,CYAN,Color
Color,cyan,Color
Color,MAGENTA,Color
Color,magenta,Color
Color,GREEN,Color
Color,green,Color
Color,YELLOW,Color
Color,yellow,Color
Color,ORANGE,Color
Color,orange,Color
Color,PINK,Color
Color,pink,Color
Color,RED,Color
Color,red,Color
Color,BLACK,Color
Color,black,Color
Color,DARK_GRAY,Color
Color,darkGray,Color
Color,GRAY,Color
Color,gray,Color
Color,LIGHT_GRAY,Color
Color,lightGray,Color
Color,WHITE,Color
Color,white,Color
SecureRandom,serialVersionUID,long
SecureRandom,BadSize,String
SecureRandom,BadRange,String
SecureRandom,BadBound,String
SecureRandom,serialVersionUID,long
Closure,maximumNumberOfParameters,int
Closure,parameterTypes,Class<>[]
Closure,IDENTITY,Closure<>
Closure,SKIP,int
Closure,DONE,int
Closure,TO_SELF,int
Closure,DELEGATE_ONLY,int
Closure,OWNER_ONLY,int
Closure,DELEGATE_FIRST,int
Closure,OWNER_FIRST,int
ExpandoMetaClass,inRegistry,boolean
ExpandoMetaClass,CONSTRUCTOR,String
ExpandoMetaClass,STATIC_QUALIFIER,String
ExpandoMetaClass,registry,MetaClassRegistry
ExpandoMetaClass,setPropertyMethod,MetaMethod
ExpandoMetaClass,invokeMethodMethod,MetaMethod
ExpandoMetaClass,getPropertyMethod,MetaMethod
ExpandoMetaClass,metaMethodIndex,MetaMethodIndex
ExpandoMetaClass,isMap,boolean
ExpandoMetaClass,isGroovyObject,boolean
ExpandoMetaClass,theCachedClass,CachedClass
ExpandoMetaClass,theClass,Class<>
ExpandoMetaClass,INVOKE_METHOD_METHOD,String
ExpandoMetaClass,PROPERTY_MISSING,String
ExpandoMetaClass,METHOD_MISSING,String
ExpandoMetaClass,STATIC_PROPERTY_MISSING,String
ExpandoMetaClass,STATIC_METHOD_MISSING,String
ExpandoMetaClass,EMPTY_ARGUMENTS,Object[]
DefiningClosure,definition,boolean
MetaClassImpl,registry,MetaClassRegistry
MetaClassImpl,setPropertyMethod,MetaMethod
MetaClassImpl,invokeMethodMethod,MetaMethod
MetaClassImpl,getPropertyMethod,MetaMethod
MetaClassImpl,metaMethodIndex,MetaMethodIndex
MetaClassImpl,isMap,boolean
MetaClassImpl,isGroovyObject,boolean
MetaClassImpl,theCachedClass,CachedClass
MetaClassImpl,theClass,Class<>
MetaClassImpl,INVOKE_METHOD_METHOD,String
MetaClassImpl,PROPERTY_MISSING,String
MetaClassImpl,METHOD_MISSING,String
MetaClassImpl,STATIC_PROPERTY_MISSING,String
MetaClassImpl,STATIC_METHOD_MISSING,String
MetaClassImpl,EMPTY_ARGUMENTS,Object[]
MetaMethod,EMPTY_ARRAY,MetaMethod[]
MetaMethod,isVargsMethod,boolean
MetaMethod,parameterTypes,CachedClass[]
MetaMethod,nativeParamTypes,Class<>[]
CachedClass,isNumber,boolean
CachedClass,isInterface,boolean
CachedClass,distance,int
CachedClass,modifiers,int
CachedClass,isPrimitive,boolean
CachedClass,isArray,boolean
CachedClass,EMPTY_ARRAY,CachedClass[]
CachedClass,mopMethods,CachedMethod[]
CachedClass,hashCode,int
CachedClass,EMPTY,MetaMethod[]
CachedClass,classInfo,ClassInfo
MetaProperty,PROPERTY_SET_PREFIX,String
MetaProperty,type,Class<>
MetaProperty,name,String
MixinInMetaClass,constructor,CachedConstructor
MixinInMetaClass,mixinClass,CachedClass
MixinInMetaClass,emc,ExpandoMetaClass
MixinInMetaClass,segments,Segment[]
MixinInMetaClass,segmentShift,int
MixinInMetaClass,segmentMask,int
MixinInMetaClass,RETRIES_BEFORE_LOCK,int
MixinInMetaClass,MAX_SEGMENTS,int
MixinInMetaClass,MAXIMUM_CAPACITY,int
MetaBeanProperty,PROPERTY_SET_PREFIX,String
MetaBeanProperty,type,Class<>
MetaBeanProperty,name,String
GroovyClassLoader,sourceCache,"Map<String,Class<>>"
GroovyClassLoader,classCache,"Map<String,Class<>>"
GroovyClassLoader,classAssertionStatus,"Map<String,Boolean>"
GroovyClassLoader,assertionLock,Object
ClassVisitor,cv,ClassVisitor
ClassVisitor,api,int
ClassNode,declaringClass,ClassNode
ClassNode,clazz,Class<>
ClassNode,lazyInitLock,Object
ClassNode,innerClasses,List<InnerClassNode>
ClassNode,isPrimaryNode,boolean
ClassNode,SUPER,ClassNode
ClassNode,THIS,ClassNode
ClassNode,EMPTY_ARRAY,ClassNode[]
ClassWriter,cv,ClassVisitor
ClassWriter,api,int
ClassWriter,COMPUTE_FRAMES,int
ClassWriter,COMPUTE_MAXS,int
InnerLoader,sourceCache,"Map<String,Class<>>"
InnerLoader,classCache,"Map<String,Class<>>"
InnerLoader,classAssertionStatus,"Map<String,Boolean>"
InnerLoader,assertionLock,Object
CompilationUnit,newPhaseOperations,LinkedList<>[]
CompilationUnit,phaseOperations,LinkedList<>[]
CompilationUnit,classNodeResolver,ClassNodeResolver
CompilationUnit,optimizer,OptimizerVisitor
CompilationUnit,staticImportVisitor,StaticImportVisitor
CompilationUnit,resolveVisitor,ResolveVisitor
CompilationUnit,progressCallback,ProgressCallback
CompilationUnit,classgenCallback,ClassgenCallback
CompilationUnit,configured,boolean
CompilationUnit,debug,boolean
CompilationUnit,verifier,Verifier
CompilationUnit,generatedClasses,List<GroovyClass>
CompilationUnit,ast,CompileUnit
CompilationUnit,queuedSources,LinkedList<SourceUnit>
CompilationUnit,names,List<String>
CompilationUnit,sources,"Map<String,SourceUnit>"
CompilationUnit,classSourcesByPublicClassName,Map<>
CompilationUnit,summariesByPublicClassName,Map<>
CompilationUnit,summariesBySourceName,Map<>
CompilationUnit,astTransformationsContext,ASTTransformationsContext
CompilationUnit,errorCollector,ErrorCollector
CompilationUnit,classLoader,GroovyClassLoader
CompilationUnit,configuration,CompilerConfiguration
CompilationUnit,phaseComplete,boolean
CompilationUnit,phase,int
SourceUnit,errorCollector,ErrorCollector
SourceUnit,classLoader,GroovyClassLoader
SourceUnit,configuration,CompilerConfiguration
SourceUnit,phaseComplete,boolean
SourceUnit,phase,int
SourceUnit,ast,ModuleNode
SourceUnit,cst,Reduction
SourceUnit,name,String
SourceUnit,source,ReaderSource
GroovyCodeSource,certs,Certificate[]
CompilationFailedException,serialVersionUID,long
CompilationFailedException,serialVersionUID,long
CompilationFailedException,unit,ProcessingUnit
CompilationFailedException,phase,int
URLClassLoader,classAssertionStatus,"Map<String,Boolean>"
URLClassLoader,assertionLock,Object
CompilerConfiguration,ASM_API_VERSION,int
CompilerConfiguration,DEFAULT,CompilerConfiguration
CompilerConfiguration,DEFAULT_SOURCE_ENCODING,String
CompilerConfiguration,CURRENT_JVM_VERSION,String
CompilerConfiguration,ALLOWED_JDKS,String[]
CompilerConfiguration,JDK_TO_BYTECODE_VERSION_MAP,"Map<String,Integer>"
CompilerConfiguration,PRE_JDK5,String
CompilerConfiguration,POST_JDK5,String
CompilerConfiguration,JDK14,String
CompilerConfiguration,JDK13,String
CompilerConfiguration,JDK12,String
CompilerConfiguration,JDK11,String
CompilerConfiguration,JDK10,String
CompilerConfiguration,JDK9,String
CompilerConfiguration,JDK8,String
CompilerConfiguration,JDK7,String
CompilerConfiguration,JDK6,String
CompilerConfiguration,JDK5,String
CompilerConfiguration,JDK4,String
CompilerConfiguration,INVOKEDYNAMIC,String
GroovyRuntimeException,serialVersionUID,long
GroovyRuntimeException,serialVersionUID,long
ModuleNode,classes,List<ClassNode>
CachedField,PROPERTY_SET_PREFIX,String
CachedField,type,Class<>
CachedField,name,String
CachedField,field,Field
ClassInfo,newMetaMethods,MetaMethod[]
ClassInfo,dgmMetaMethods,MetaMethod[]
ClassInfo,hash,int
Header,subclass,Class<>
Header,clsHashCode31,int
Header,cls,Class<>
Header,head,Entry
MetaMethodIndex,threshold,int
MetaMethodIndex,size,int
MetaMethodIndex,MAXIMUM_CAPACITY,int
MetaMethodIndex,MINIMUM_CAPACITY,int
MetaMethodIndex,DEFAULT_CAPACITY,int
MetaMethodIndex,table,Entry[]
MetaMethodIndex,methodHeaders,SingleKeyHashMap
MetaClassRegistryChangeEvent,source,Object
EventObject,source,Object
ParameterTypes,isVargsMethod,boolean
ParameterTypes,parameterTypes,CachedClass[]
ParameterTypes,nativeParamTypes,Class<>[]
Expression,declaringClass,ClassNode
ClosureExpression,declaringClass,ClassNode
MethodNode,declaringClass,ClassNode
MethodNode,typeDescriptor,String
MethodNode,SCRIPT_BODY_METHOD_KEY,String
Token,badToken,Token
Token,type,int
Token,SKIP,int
Token,EOF_TYPE,int
Token,INVALID_TYPE,int
Token,NULL_TREE_LOOKAHEAD,int
Token,MIN_USER_TYPE,int
AnnotationVisitor,av,AnnotationVisitor
AnnotationVisitor,api,int
Attribute,nextAttribute,Attribute
Attribute,type,String
SymbolTable,classWriter,ClassWriter
ByteVector,length,int
ByteVector,data,byte[]
ClassReader,header,int
ClassReader,classFileBuffer,byte[]
ClassReader,b,byte[]
ClassReader,EXPAND_ASM_INSNS,int
ClassReader,EXPAND_FRAMES,int
ClassReader,SKIP_FRAMES,int
ClassReader,SKIP_DEBUG,int
ClassReader,SKIP_CODE,int
Label,nextListElement,Label
Label,outgoingEdges,Edge
Label,nextBasicBlock,Label
Label,frame,Frame
Label,subroutineId,short
Label,outputStackMax,short
Label,outputStackSize,short
Label,inputStackSize,short
Label,bytecodeOffset,int
Label,flags,short
Label,info,Object
Label,EMPTY_LIST,Label
Label,FORWARD_REFERENCE_HANDLE_MASK,int
Label,FORWARD_REFERENCE_TYPE_WIDE,int
Label,FORWARD_REFERENCE_TYPE_SHORT,int
Label,FORWARD_REFERENCE_TYPE_MASK,int
Label,FORWARD_REFERENCES_CAPACITY_INCREMENT,int
Label,LINE_NUMBERS_CAPACITY_INCREMENT,int
Label,FLAG_SUBROUTINE_END,int
Label,FLAG_SUBROUTINE_START,int
Label,FLAG_SUBROUTINE_CALLER,int
Label,FLAG_REACHABLE,int
Label,FLAG_RESOLVED,int
Label,FLAG_JUMP_TARGET,int
Label,FLAG_DEBUG_ONLY,int
MethodVisitor,mv,MethodVisitor
MethodVisitor,api,int
FieldVisitor,fv,FieldVisitor
FieldVisitor,api,int
RecordComponentVisitor,delegate,RecordComponentVisitor
RecordComponentVisitor,api,int
TypePath,TYPE_ARGUMENT,int
TypePath,WILDCARD_BOUND,int
TypePath,INNER_TYPE,int
TypePath,ARRAY_ELEMENT,int
ModuleVisitor,mv,ModuleVisitor
ModuleVisitor,api,int
Edge,nextEdge,Edge
Edge,successor,Label
Edge,info,int
Edge,EXCEPTION,int
Edge,JUMP,int
Frame,owner,Label
Frame,ITEM_UNINITIALIZED,int
Frame,ITEM_OBJECT,int
Frame,ITEM_UNINITIALIZED_THIS,int
Frame,ITEM_NULL,int
Frame,ITEM_LONG,int
Frame,ITEM_DOUBLE,int
Frame,ITEM_FLOAT,int
Frame,ITEM_INTEGER,int
Frame,ITEM_TOP,int
Frame,FULL_FRAME,int
Frame,APPEND_FRAME,int
Frame,SAME_FRAME_EXTENDED,int
Frame,CHOP_FRAME,int
Frame,SAME_LOCALS_1_STACK_ITEM_FRAME_EXTENDED,int
Frame,RESERVED,int
Frame,SAME_LOCALS_1_STACK_ITEM_FRAME,int
Frame,SAME_FRAME,int
MethodWriter,mv,MethodVisitor
MethodWriter,api,int
